datetime,open,high,low,close
2025-03-18 12:00:00+0000,1.29648,1.29748,1.29512,1.29695
2025-03-18 13:00:00+0000,1.29695,1.2977,1.29534,1.29671
2025-03-18 14:00:00+0000,1.29672,1.29775,1.2962,1.29688
2025-03-18 15:00:00+0000,1.2969,1.29925,1.29557,1.29842
2025-03-18 16:00:00+0000,1.29842,1.29988,1.2977,1.29987
2025-03-18 17:00:00+0000,1.29987,1.30072,1.29969,1.30049
2025-03-18 18:00:00+0000,1.30052,1.3008,1.29994,1.30048
2025-03-18 19:00:00+0000,1.30048,1.30096,1.30017,1.30056
2025-03-18 20:00:00+0000,1.30056,1.30064,1.29996,1.3
2025-03-18 21:00:00+0000,1.29997,1.30009,1.29963,1.30009
2025-03-18 22:00:00+0000,1.30008,1.30033,1.29984,1.29999
2025-03-18 23:00:00+0000,1.29998,1.30029,1.29987,1.3
2025-03-19 00:00:00+0000,1.3,1.30015,1.2994,1.29959
2025-03-19 01:00:00+0000,1.29958,1.29966,1.29919,1.2994
2025-03-19 02:00:00+0000,1.29939,1.30025,1.29928,1.29985
2025-03-19 03:00:00+0000,1.29986,1.30009,1.29887,1.2994
2025-03-19 04:00:00+0000,1.29939,1.29941,1.29857,1.2987
2025-03-19 05:00:00+0000,1.29871,1.29906,1.29812,1.29839
2025-03-19 06:00:00+0000,1.29837,1.29866,1.29765,1.29769
2025-03-19 07:00:00+0000,1.2977,1.29792,1.29572,1.29708
2025-03-19 08:00:00+0000,1.2971,1.29808,1.29652,1.29734
2025-03-19 09:00:00+0000,1.29736,1.29794,1.29636,1.29719
2025-03-19 10:00:00+0000,1.29719,1.29719,1.29568,1.29652
2025-03-19 11:00:00+0000,1.29651,1.29821,1.29598,1.29767
2025-03-19 12:00:00+0000,1.29767,1.29822,1.29644,1.29659
2025-03-19 13:00:00+0000,1.29661,1.29674,1.29548,1.29658
2025-03-19 14:00:00+0000,1.29659,1.29744,1.29622,1.29665
2025-03-19 15:00:00+0000,1.29666,1.29717,1.29615,1.29665
2025-03-19 16:00:00+0000,1.29667,1.29758,1.29662,1.29739
2025-03-19 17:00:00+0000,1.29739,1.29742,1.29555,1.29624
2025-03-19 18:00:00+0000,1.29632,1.30103,1.29584,1.30073
2025-03-19 19:00:00+0000,1.30068,1.30108,1.29817,1.29972
2025-03-19 20:00:00+0000,1.29971,1.30048,1.2993,1.30019
2025-03-19 21:00:00+0000,1.30017,1.30031,1.29865,1.30023
2025-03-19 22:00:00+0000,1.30033,1.30113,1.30013,1.30055
2025-03-19 23:00:00+0000,1.30055,1.30101,1.30028,1.301
2025-03-20 00:00:00+0000,1.30099,1.30144,1.29983,1.30089
2025-03-20 01:00:00+0000,1.30087,1.30094,1.30011,1.30027
2025-03-20 02:00:00+0000,1.30026,1.30128,1.30023,1.3006
2025-03-20 03:00:00+0000,1.30058,1.30104,1.30044,1.30074
2025-03-20 04:00:00+0000,1.30076,1.30078,1.30002,1.30015
2025-03-20 05:00:00+0000,1.30013,1.30013,1.29901,1.29943
2025-03-20 06:00:00+0000,1.29945,1.29957,1.29847,1.29856
2025-03-20 07:00:00+0000,1.2986,1.29903,1.29621,1.29712
2025-03-20 08:00:00+0000,1.29714,1.29793,1.29672,1.29717
2025-03-20 09:00:00+0000,1.29715,1.29719,1.29457,1.2955
2025-03-20 10:00:00+0000,1.29551,1.29572,1.29357,1.29529
2025-03-20 11:00:00+0000,1.2953,1.29643,1.29461,1.29537
2025-03-20 12:00:00+0000,1.29535,1.29792,1.29483,1.29511
2025-03-20 13:00:00+0000,1.2951,1.29581,1.29358,1.29522
2025-03-20 14:00:00+0000,1.29521,1.29669,1.29513,1.29654
2025-03-20 15:00:00+0000,1.29653,1.29737,1.29526,1.29728
2025-03-20 16:00:00+0000,1.29727,1.2973,1.29619,1.2965
2025-03-20 17:00:00+0000,1.29648,1.29699,1.29561,1.29613
2025-03-20 18:00:00+0000,1.29614,1.29623,1.29564,1.296
2025-03-20 19:00:00+0000,1.29598,1.29669,1.29598,1.2966
2025-03-20 20:00:00+0000,1.29658,1.2969,1.29628,1.2965
2025-03-20 21:00:00+0000,1.29651,1.29692,1.29553,1.2967
2025-03-20 22:00:00+0000,1.2967,1.29686,1.29623,1.29656
2025-03-20 23:00:00+0000,1.29655,1.29693,1.29636,1.29648
2025-03-21 00:00:00+0000,1.29648,1.29701,1.29606,1.29637
2025-03-21 01:00:00+0000,1.2964,1.29679,1.29591,1.29637
2025-03-21 02:00:00+0000,1.29635,1.29661,1.29563,1.2959
2025-03-21 03:00:00+0000,1.29591,1.29595,1.29443,1.29454
2025-03-21 04:00:00+0000,1.29455,1.29469,1.29372,1.29394
2025-03-21 05:00:00+0000,1.29388,1.29389,1.29253,1.29292
2025-03-21 06:00:00+0000,1.29294,1.29365,1.29245,1.29347
2025-03-21 07:00:00+0000,1.29348,1.29449,1.29296,1.2935
2025-03-21 08:00:00+0000,1.29349,1.29414,1.29222,1.29404
2025-03-21 09:00:00+0000,1.29405,1.29428,1.29322,1.29327
2025-03-21 10:00:00+0000,1.29329,1.29472,1.29326,1.29435
2025-03-21 11:00:00+0000,1.29434,1.29469,1.29377,1.29453
2025-03-21 12:00:00+0000,1.29455,1.29552,1.29326,1.29364
2025-03-21 13:00:00+0000,1.29363,1.29368,1.29228,1.29365
2025-03-21 14:00:00+0000,1.29367,1.29388,1.29262,1.29338
2025-03-21 15:00:00+0000,1.29339,1.29378,1.2893,1.28931
2025-03-21 16:00:00+0000,1.28931,1.29203,1.28873,1.29202
2025-03-21 17:00:00+0000,1.29202,1.29291,1.29088,1.29221
2025-03-21 18:00:00+0000,1.2922,1.29291,1.29139,1.29263
2025-03-21 19:00:00+0000,1.29263,1.2929,1.29171,1.29185
2025-03-21 20:00:00+0000,1.29183,1.29205,1.29096,1.29117
2025-03-23 21:00:00+0000,1.28962,1.29091,1.28874,1.29005
2025-03-23 22:00:00+0000,1.29019,1.29224,1.29015,1.29137
2025-03-23 23:00:00+0000,1.2914,1.29257,1.29112,1.2925
2025-03-24 00:00:00+0000,1.29248,1.2934,1.29218,1.29333
2025-03-24 01:00:00+0000,1.29333,1.29347,1.29198,1.29236
2025-03-24 02:00:00+0000,1.29235,1.293,1.29229,1.29239
2025-03-24 03:00:00+0000,1.29239,1.29288,1.29124,1.29135
2025-03-24 04:00:00+0000,1.29134,1.29188,1.29107,1.29163
2025-03-24 05:00:00+0000,1.29164,1.2924,1.29125,1.29229
2025-03-24 06:00:00+0000,1.29228,1.2949,1.29222,1.29426
2025-03-24 07:00:00+0000,1.29427,1.29519,1.29385,1.29473
2025-03-24 08:00:00+0000,1.29472,1.29572,1.29439,1.29528
2025-03-24 09:00:00+0000,1.29529,1.29646,1.29392,1.29604
2025-03-24 10:00:00+0000,1.29611,1.2974,1.29576,1.29655
2025-03-24 11:00:00+0000,1.29656,1.29668,1.29427,1.29442
2025-03-24 12:00:00+0000,1.29441,1.29497,1.29401,1.29434
2025-03-24 13:00:00+0000,1.29435,1.29445,1.29175,1.29179
2025-03-24 14:00:00+0000,1.29179,1.29494,1.29136,1.29267
2025-03-24 15:00:00+0000,1.2927,1.29279,1.29074,1.29113
2025-03-24 16:00:00+0000,1.29111,1.29238,1.28953,1.29033
2025-03-24 17:00:00+0000,1.29032,1.29118,1.29002,1.29104
2025-03-24 18:00:00+0000,1.29102,1.293,1.2905,1.29259
2025-03-24 19:00:00+0000,1.29263,1.29285,1.29182,1.29209
2025-03-24 20:00:00+0000,1.29209,1.29271,1.29194,1.2921
2025-03-24 21:00:00+0000,1.2921,1.29212,1.29173,1.29196
2025-03-24 22:00:00+0000,1.29202,1.29238,1.29161,1.29199
